hex,count_good_aircraft,count_bad_aircraft
8406da1ffffffff,1,0
8406da3ffffffff,8,0
8406da5ffffffff,7,0
8406da7ffffffff,1,0
8406da9ffffffff,2,0
8406dabffffffff,4,0
8406dadffffffff,7,0
8406db1ffffffff,25,0
8406db3ffffffff,25,0
8406db5ffffffff,3,0
8406db7ffffffff,26,0
8406db9ffffffff,23,0
8406dbbffffffff,30,0
8406dbdffffffff,7,0
8406dc1ffffffff,4,0
8406dc3ffffffff,6,0
8406dc5ffffffff,6,0
8406dc7ffffffff,3,0
8406dc9ffffffff,8,0
8406dcbffffffff,14,0
8406dcdffffffff,9,0
8406dd1ffffffff,41,0
8406dd3ffffffff,61,0
8406dd5ffffffff,30,0
8406dd7ffffffff,36,0
8406dd9ffffffff,21,0
8406ddbffffffff,72,0
8406dddffffffff,56,0
8406de1ffffffff,7,0
8406de3ffffffff,2,0
8406de5ffffffff,3,0
8406de7ffffffff,7,0
8406de9ffffffff,9,0
8406debffffffff,6,0
8406dedffffffff,5,0
8406f33ffffffff,1,0
8407091ffffffff,2,0
8407093ffffffff,5,0
8407095ffffffff,8,0
8407097ffffffff,4,0
840709bffffffff,5,0
84070b3ffffffff,8,0
84070b7ffffffff,10,0
8407401ffffffff,19,0
8407403ffffffff,57,0
8407405ffffffff,46,0
8407407ffffffff,54,0
8407409ffffffff,18,0
840740bffffffff,53,0
840740dffffffff,47,0
8407411ffffffff,45,0
8407413ffffffff,26,0
8407415ffffffff,53,0
8407417ffffffff,47,0
8407419ffffffff,33,0
840741bffffffff,28,0
840741dffffffff,56,0
8407421ffffffff,16,0
8407423ffffffff,52,0
8407425ffffffff,15,0
8407427ffffffff,17,0
8407429ffffffff,19,0
840742bffffffff,51,0
840742dffffffff,27,0
8407431ffffffff,22,0
8407433ffffffff,63,0
8407435ffffffff,51,0
8407437ffffffff,27,0
8407439ffffffff,52,0
840743bffffffff,60,0
840743dffffffff,51,0
8407441ffffffff,48,0
8407443ffffffff,18,0
8407445ffffffff,28,0
8407447ffffffff,43,0
8407449ffffffff,26,0
840744bffffffff,19,0
840744dffffffff,36,0
8407451ffffffff,42,0
8407453ffffffff,22,0
8407455ffffffff,51,0
8407457ffffffff,50,0
840745bffffffff,1,0
840745dffffffff,26,0
8407461ffffffff,29,0
8407463ffffffff,16,0
8407465ffffffff,24,0
8407467ffffffff,32,0
8407469ffffffff,19,0
840746bffffffff,27,0
840746dffffffff,26,0
8407481ffffffff,92,0
8407483ffffffff,6,0
8407485ffffffff,11,0
8407487ffffffff,89,0
8407489ffffffff,93,0
840748bffffffff,7,0
840748dffffffff,12,0
8407491ffffffff,6,0
8407495ffffffff,8,0
8407497ffffffff,6,0
840749dffffffff,1,0
84074a1ffffffff,11,0
84074a3ffffffff,89,0
84074a5ffffffff,49,0
84074a7ffffffff,11,0
84074a9ffffffff,5,0
84074abffffffff,90,0
84074adffffffff,48,0
84074b1ffffffff,4,0
84074b3ffffffff,37,0
84074b5ffffffff,8,0
84074b7ffffffff,2,0
84074b9ffffffff,5,0
84074bbffffffff,37,0
84074bdffffffff,89,0
84074c1ffffffff,19,0
84074c3ffffffff,53,0
84074c5ffffffff,63,0
84074c7ffffffff,17,0
84074c9ffffffff,11,0
84074cbffffffff,19,0
84074cdffffffff,60,0
84074d5ffffffff,7,0
84074ddffffffff,9,0
84074e1ffffffff,63,0
84074e3ffffffff,15,0
84074e5ffffffff,45,0
84074e7ffffffff,61,0
84074e9ffffffff,68,0
84074ebffffffff,48,0
84074edffffffff,50,0
8407501ffffffff,19,0
8407503ffffffff,6,0
8407509ffffffff,19,0
840750bffffffff,8,0
840750dffffffff,5,0
8407511ffffffff,31,0
8407513ffffffff,16,0
8407515ffffffff,8,0
8407517ffffffff,28,0
8407519ffffffff,42,0
840751bffffffff,15,0
840751dffffffff,13,0
8407523ffffffff,2,0
8407531ffffffff,13,0
8407533ffffffff,12,0
8407535ffffffff,15,0
8407537ffffffff,4,0
840753bffffffff,18,0
840753dffffffff,9,0
8407541ffffffff,9,0
8407543ffffffff,14,0
8407545ffffffff,15,0
8407547ffffffff,5,0
8407549ffffffff,13,0
840754bffffffff,10,0
840754dffffffff,13,0
8407551ffffffff,8,0
8407553ffffffff,42,0
8407555ffffffff,10,0
8407557ffffffff,8,0
8407559ffffffff,10,0
840755bffffffff,32,0
840755dffffffff,11,0
8407561ffffffff,13,0
8407565ffffffff,2,0
8407567ffffffff,13,0
8407569ffffffff,2,0
840756bffffffff,14,0
840756dffffffff,2,0
8407581ffffffff,50,0
8407583ffffffff,20,0
8407585ffffffff,53,0
8407587ffffffff,52,0
8407589ffffffff,51,0
840758bffffffff,21,0
840758dffffffff,38,0
8407591ffffffff,60,0
8407593ffffffff,27,0
8407595ffffffff,48,0
8407597ffffffff,62,0
8407599ffffffff,77,0
840759bffffffff,17,0
840759dffffffff,49,0
84075a1ffffffff,16,0
84075a3ffffffff,68,0
84075a5ffffffff,7,0
84075a7ffffffff,15,0
84075a9ffffffff,20,0
84075abffffffff,76,0
84075adffffffff,15,0
84075b1ffffffff,18,0
84075b3ffffffff,88,0
84075b5ffffffff,30,0
84075b7ffffffff,10,0
84075b9ffffffff,20,0
84075bbffffffff,43,0
84075bdffffffff,45,0
84075c1ffffffff,38,0
84075c3ffffffff,56,0
84075c5ffffffff,29,0
84075c7ffffffff,38,0
84075c9ffffffff,45,0
84075cbffffffff,50,0
84075cdffffffff,28,0
84075d1ffffffff,98,0
84075d3ffffffff,47,0
84075d5ffffffff,21,0
84075d7ffffffff,55,0
84075d9ffffffff,85,0
84075dbffffffff,57,0
84075ddffffffff,36,0
84075e1ffffffff,17,0
84075e3ffffffff,20,0
84075e5ffffffff,17,0
84075e7ffffffff,9,0
84075e9ffffffff,23,0
84075ebffffffff,20,0
84075edffffffff,28,0
8407627ffffffff,12,0
8407631ffffffff,2,0
8407633ffffffff,3,0
8407635ffffffff,2,0
8407637ffffffff,13,0
840764dffffffff,3,0
84076a1ffffffff,1,0
84076a5ffffffff,20,0
84076a7ffffffff,45,0
84076b5ffffffff,4,0
84076b7ffffffff,5,0
8407707ffffffff,2,0
8407711ffffffff,9,0
8407713ffffffff,26,0
8407715ffffffff,4,0
8407717ffffffff,30,0
840771bffffffff,5,0
8407721ffffffff,1,0
8407723ffffffff,19,0
8407725ffffffff,1,0
8407727ffffffff,11,0
840772bffffffff,9,0
8407731ffffffff,6,0
8407733ffffffff,7,0
8407735ffffffff,10,0
8407737ffffffff,8,0
8407739ffffffff,8,0
840773bffffffff,9,0
840773dffffffff,14,0
8408001ffffffff,6,0
8408005ffffffff,3,0
8408007ffffffff,3,0
8408009ffffffff,1,0
840800bffffffff,6,0
840800dffffffff,5,0
8408021ffffffff,12,0
8408023ffffffff,14,0
8408025ffffffff,31,0
8408027ffffffff,28,0
8408029ffffffff,2,0
840802bffffffff,6,0
840802dffffffff,9,0
8408031ffffffff,9,0
8408033ffffffff,10,0
8408035ffffffff,30,0
8408037ffffffff,33,0
8408039ffffffff,7,0
840803bffffffff,8,0
840803dffffffff,7,0
8408041ffffffff,1,0
8408047ffffffff,1,0
8408049ffffffff,1,0
8408053ffffffff,4,0
8408057ffffffff,5,0
8408059ffffffff,1,0
840805bffffffff,1,0
8408061ffffffff,8,0
8408063ffffffff,8,0
8408065ffffffff,5,0
8408067ffffffff,3,0
8408069ffffffff,2,0
840806bffffffff,2,0
840806dffffffff,7,0
8408101ffffffff,33,0
8408103ffffffff,6,0
8408105ffffffff,12,0
8408107ffffffff,7,0
8408109ffffffff,41,0
840810bffffffff,45,0
840810dffffffff,48,0
8408111ffffffff,3,0
8408113ffffffff,3,0
8408115ffffffff,5,0
8408117ffffffff,6,0
8408119ffffffff,31,0
840811bffffffff,1,0
840811dffffffff,7,0
8408121ffffffff,6,0
8408123ffffffff,4,0
8408125ffffffff,7,0
8408127ffffffff,1,0
8408129ffffffff,10,0
840812bffffffff,7,0
840812dffffffff,5,0
8408131ffffffff,7,0
8408133ffffffff,8,0
8408135ffffffff,4,0
8408137ffffffff,7,0
8408139ffffffff,5,0
840813bffffffff,8,0
840813dffffffff,4,0
8408141ffffffff,6,0
8408143ffffffff,19,0
8408145ffffffff,7,0
8408147ffffffff,20,0
8408149ffffffff,5,0
840814bffffffff,4,0
840814dffffffff,3,0
8408151ffffffff,45,0
8408153ffffffff,24,0
8408155ffffffff,26,0
8408157ffffffff,52,0
8408159ffffffff,7,0
840815bffffffff,10,0
840815dffffffff,22,0
8408161ffffffff,41,0
8408163ffffffff,42,0
8408165ffffffff,43,0
8408167ffffffff,38,0
8408169ffffffff,11,0
840816bffffffff,32,0
840816dffffffff,17,0
8408181ffffffff,3,0
8408183ffffffff,2,0
8408185ffffffff,2,0
8408187ffffffff,2,0
8408189ffffffff,1,0
840818bffffffff,3,0
840818dffffffff,1,0
8408191ffffffff,1,0
8408193ffffffff,2,0
8408195ffffffff,1,0
8408197ffffffff,2,0
8408199ffffffff,2,0
840819bffffffff,2,0
840819dffffffff,3,0
84081a1ffffffff,1,0
84081a3ffffffff,3,0
84081a5ffffffff,3,0
84081a7ffffffff,1,0
84081a9ffffffff,2,0
84081abffffffff,1,0
84081adffffffff,3,0
84081b1ffffffff,2,0
84081b3ffffffff,1,0
84081b5ffffffff,4,0
84081b7ffffffff,1,0
84081b9ffffffff,4,0
84081bbffffffff,3,0
84081bdffffffff,3,0
84081c1ffffffff,3,0
84081c5ffffffff,2,0
84081c9ffffffff,26,0
84081cbffffffff,23,0
84081cdffffffff,4,0
84081d1ffffffff,3,0
84081d3ffffffff,4,0
84081d5ffffffff,1,0
84081d7ffffffff,3,0
84081d9ffffffff,31,0
84081dbffffffff,31,0
84081ddffffffff,13,0
84081e3ffffffff,2,0
84081e5ffffffff,5,0
84081e7ffffffff,3,0
84081edffffffff,4,0
8408207ffffffff,1,0
840820dffffffff,1,0
8408213ffffffff,2,0
840821bffffffff,2,0
8408225ffffffff,2,0
840822dffffffff,3,0
8408231ffffffff,1,0
8408233ffffffff,1,0
8408239ffffffff,1,0
8408245ffffffff,1,0
8408253ffffffff,2,0
840825bffffffff,2,0
8408261ffffffff,1,0
8408265ffffffff,4,0
8408267ffffffff,1,0
8408269ffffffff,1,0
840826bffffffff,1,0
840826dffffffff,5,0
8408281ffffffff,3,0
8408283ffffffff,15,0
8408285ffffffff,5,0
8408287ffffffff,11,0
8408289ffffffff,3,0
840828bffffffff,1,0
840828dffffffff,2,0
8408291ffffffff,26,0
8408293ffffffff,25,0
8408295ffffffff,24,0
8408297ffffffff,29,0
8408299ffffffff,16,0
840829bffffffff,38,0
840829dffffffff,15,0
84082a1ffffffff,11,0
84082a3ffffffff,16,0
84082a5ffffffff,7,0
84082a7ffffffff,14,0
84082a9ffffffff,4,0
84082abffffffff,14,0
84082adffffffff,3,0
84082b1ffffffff,31,0
84082b3ffffffff,1,0
84082b5ffffffff,33,0
84082b7ffffffff,2,0
84082b9ffffffff,19,0
84082bbffffffff,29,0
84082bdffffffff,15,0
84082c5ffffffff,1,0
84082c7ffffffff,1,0
84082cdffffffff,1,0
84082d1ffffffff,1,0
84082d3ffffffff,3,0
84082d5ffffffff,3,0
84082d7ffffffff,1,0
84082d9ffffffff,4,0
84082dbffffffff,3,0
84082ddffffffff,2,0
84082e1ffffffff,1,0
84082e3ffffffff,2,0
84082e7ffffffff,1,0
84082e9ffffffff,1,0
84082ebffffffff,2,0
8408301ffffffff,5,0
8408303ffffffff,3,0
8408305ffffffff,8,0
8408307ffffffff,7,0
8408309ffffffff,4,0
840830bffffffff,2,0
840830dffffffff,3,0
8408311ffffffff,2,0
8408313ffffffff,2,0
8408315ffffffff,1,0
8408317ffffffff,2,0
8408319ffffffff,2,0
840831bffffffff,2,0
840831dffffffff,2,0
8408321ffffffff,14,0
8408323ffffffff,10,0
8408325ffffffff,14,0
8408327ffffffff,10,0
8408329ffffffff,7,0
840832bffffffff,12,0
840832dffffffff,11,0
8408331ffffffff,11,0
8408333ffffffff,9,0
8408335ffffffff,6,0
8408337ffffffff,6,0
8408339ffffffff,6,0
840833bffffffff,3,0
840833dffffffff,11,0
8408341ffffffff,3,0
8408345ffffffff,5,0
8408347ffffffff,2,0
8408349ffffffff,3,0
840834bffffffff,1,0
840834dffffffff,6,0
8408351ffffffff,3,0
8408353ffffffff,1,0
8408355ffffffff,5,0
8408357ffffffff,2,0
8408359ffffffff,6,0
840835bffffffff,3,0
840835dffffffff,3,0
8408361ffffffff,9,0
8408363ffffffff,1,0
8408365ffffffff,19,0
8408367ffffffff,17,0
8408369ffffffff,3,0
840836bffffffff,3,0
840836dffffffff,14,0
8408801ffffffff,31,0
8408803ffffffff,29,0
8408805ffffffff,152,0
8408807ffffffff,13,0
8408809ffffffff,16,0
840880bffffffff,17,0
840880dffffffff,90,0
8408811ffffffff,4,0
8408813ffffffff,4,0
8408815ffffffff,11,0
8408817ffffffff,7,0
8408819ffffffff,16,0
840881bffffffff,17,0
840881dffffffff,18,0
8408821ffffffff,27,0
8408823ffffffff,40,0
8408825ffffffff,34,0
8408827ffffffff,24,0
8408829ffffffff,118,0
840882bffffffff,31,0
840882dffffffff,57,0
8408831ffffffff,13,0
8408833ffffffff,15,0
8408835ffffffff,37,0
8408837ffffffff,29,0
8408839ffffffff,17,0
840883bffffffff,14,0
840883dffffffff,18,0
8408841ffffffff,12,0
8408843ffffffff,16,0
8408845ffffffff,38,0
8408847ffffffff,23,0
8408849ffffffff,15,0
840884bffffffff,13,0
840884dffffffff,22,0
8408851ffffffff,6,0
8408853ffffffff,4,0
8408855ffffffff,8,0
8408857ffffffff,10,0
8408859ffffffff,7,0
840885bffffffff,4,0
840885dffffffff,11,0
8408861ffffffff,147,0
8408863ffffffff,192,0
8408865ffffffff,114,0
8408867ffffffff,137,0
8408869ffffffff,79,0
840886bffffffff,86,0
840886dffffffff,63,0
8408881ffffffff,6,0
8408883ffffffff,11,0
8408885ffffffff,4,0
8408887ffffffff,6,0
8408889ffffffff,5,0
840888bffffffff,7,0
840888dffffffff,3,0
8408891ffffffff,2,0
8408893ffffffff,2,0
8408895ffffffff,5,0
8408897ffffffff,1,0
8408899ffffffff,7,0
840889bffffffff,2,0
840889dffffffff,8,0
84088a1ffffffff,11,2
84088a3ffffffff,17,1
84088a5ffffffff,8,0
84088a7ffffffff,10,1
84088a9ffffffff,12,0
84088abffffffff,7,0
84088adffffffff,14,0
84088b1ffffffff,7,1
84088b3ffffffff,7,2
84088b5ffffffff,7,1
84088b7ffffffff,6,2
84088b9ffffffff,8,0
84088bbffffffff,4,0
84088bdffffffff,8,0
84088c1ffffffff,10,0
84088c3ffffffff,5,0
84088c5ffffffff,6,0
84088c7ffffffff,5,0
84088c9ffffffff,22,0
84088cbffffffff,17,0
84088cdffffffff,5,0
84088d1ffffffff,3,0
84088d3ffffffff,3,0
84088d5ffffffff,4,0
84088d7ffffffff,6,0
84088d9ffffffff,13,0
84088dbffffffff,11,0
84088ddffffffff,2,0
84088e1ffffffff,9,0
84088e3ffffffff,10,0
84088e5ffffffff,14,0
84088e7ffffffff,12,0
84088e9ffffffff,2,0
84088ebffffffff,6,0
84088edffffffff,10,0
8408901ffffffff,36,0
8408903ffffffff,45,0
8408905ffffffff,39,0
8408907ffffffff,21,0
8408909ffffffff,40,2
840890bffffffff,31,2
840890dffffffff,32,0
8408911ffffffff,47,1
8408913ffffffff,70,2
8408915ffffffff,35,1
8408917ffffffff,33,0
8408919ffffffff,46,0
840891bffffffff,31,0
840891dffffffff,47,0
8408921ffffffff,66,5
8408923ffffffff,74,4
8408925ffffffff,36,7
8408927ffffffff,23,1
8408929ffffffff,48,0
840892bffffffff,74,3
840892dffffffff,53,3
8408931ffffffff,62,1
8408933ffffffff,31,2
8408935ffffffff,50,4
8408937ffffffff,46,3
8408939ffffffff,83,0
840893bffffffff,73,1
840893dffffffff,94,5
8408941ffffffff,70,3
8408943ffffffff,84,3
8408945ffffffff,84,2
8408947ffffffff,77,1
8408949ffffffff,84,5
840894bffffffff,91,9
840894dffffffff,62,3
8408951ffffffff,74,0
8408953ffffffff,54,0
8408955ffffffff,54,3
8408957ffffffff,29,0
8408959ffffffff,121,0
840895bffffffff,111,1
840895dffffffff,101,1
8408961ffffffff,37,1
8408963ffffffff,43,1
8408965ffffffff,68,3
8408967ffffffff,60,2
8408969ffffffff,78,3
840896bffffffff,44,0
840896dffffffff,88,0
8408981ffffffff,55,6
8408983ffffffff,55,7
8408985ffffffff,38,0
8408987ffffffff,31,4
8408989ffffffff,79,4
840898bffffffff,62,12
840898dffffffff,36,2
8408991ffffffff,50,8
8408993ffffffff,35,3
8408995ffffffff,64,17
8408997ffffffff,120,19
8408999ffffffff,44,5
840899bffffffff,15,2
840899dffffffff,53,6
84089a1ffffffff,46,3
84089a3ffffffff,37,5
84089a5ffffffff,72,9
84089a7ffffffff,26,4
84089a9ffffffff,18,0
84089abffffffff,41,7
84089adffffffff,22,2
84089b1ffffffff,64,8
84089b3ffffffff,37,11
84089b5ffffffff,39,3
84089b7ffffffff,10,1
84089b9ffffffff,76,21
84089bbffffffff,74,27
84089bdffffffff,61,9
84089c1ffffffff,40,2
84089c3ffffffff,40,0
84089c5ffffffff,72,3
84089c7ffffffff,73,3
84089c9ffffffff,27,0
84089cbffffffff,41,0
84089cdffffffff,35,0
84089d1ffffffff,43,2
84089d3ffffffff,22,1
84089d5ffffffff,51,1
84089d7ffffffff,50,4
84089d9ffffffff,28,0
84089dbffffffff,17,0
84089ddffffffff,40,0
84089e1ffffffff,43,4
84089e3ffffffff,46,5
84089e5ffffffff,34,4
84089e7ffffffff,21,1
84089e9ffffffff,7,0
84089ebffffffff,5,0
84089edffffffff,40,4
8408a01ffffffff,10,0
8408a03ffffffff,5,0
8408a05ffffffff,10,0
8408a07ffffffff,8,0
8408a09ffffffff,7,0
8408a0bffffffff,8,0
8408a0dffffffff,8,0
8408a11ffffffff,4,0
8408a13ffffffff,7,0
8408a15ffffffff,5,0
8408a17ffffffff,8,0
8408a19ffffffff,6,0
8408a1bffffffff,3,0
8408a1dffffffff,7,0
8408a21ffffffff,22,0
8408a23ffffffff,14,1
8408a25ffffffff,26,1
8408a27ffffffff,19,1
8408a29ffffffff,24,0
8408a2bffffffff,11,0
8408a2dffffffff,23,1
8408a31ffffffff,11,0
8408a33ffffffff,6,0
8408a35ffffffff,10,0
8408a37ffffffff,10,0
8408a39ffffffff,5,0
8408a3bffffffff,9,0
8408a3dffffffff,6,0
8408a41ffffffff,102,0
8408a43ffffffff,32,0
8408a45ffffffff,169,0
8408a47ffffffff,18,0
8408a49ffffffff,38,0
8408a4bffffffff,47,0
8408a4dffffffff,102,0
8408a51ffffffff,13,0
8408a53ffffffff,6,0
8408a55ffffffff,7,0
8408a57ffffffff,7,0
8408a59ffffffff,42,0
8408a5bffffffff,18,0
8408a5dffffffff,36,0
8408a61ffffffff,36,0
8408a63ffffffff,25,0
8408a65ffffffff,18,0
8408a67ffffffff,29,0
8408a69ffffffff,112,1
8408a6bffffffff,42,0
8408a6dffffffff,81,1
8408a81ffffffff,8,1
8408a83ffffffff,3,0
8408a85ffffffff,6,0
8408a87ffffffff,7,0
8408a89ffffffff,7,0
8408a8bffffffff,5,0
8408a8dffffffff,3,0
8408a91ffffffff,2,0
8408a93ffffffff,3,0
8408a95ffffffff,1,0
8408a97ffffffff,2,0
8408a99ffffffff,3,0
8408a9bffffffff,3,0
8408a9dffffffff,2,0
8408aa1ffffffff,9,0
8408aa3ffffffff,13,0
8408aa5ffffffff,12,0
8408aa7ffffffff,17,0
8408aa9ffffffff,9,0
8408aabffffffff,9,0
8408aadffffffff,5,0
8408ab1ffffffff,2,0
8408ab3ffffffff,3,0
8408ab5ffffffff,13,0
8408ab7ffffffff,13,0
8408ab9ffffffff,4,0
8408abbffffffff,2,0
8408abdffffffff,4,0
8408ac1ffffffff,6,0
8408ac3ffffffff,9,0
8408ac5ffffffff,5,0
8408ac7ffffffff,6,0
8408ac9ffffffff,6,0
8408acbffffffff,6,0
8408acdffffffff,5,0
8408ad1ffffffff,3,0
8408ad3ffffffff,3,0
8408ad5ffffffff,5,0
8408ad7ffffffff,1,0
8408ad9ffffffff,5,0
8408adbffffffff,5,0
8408addffffffff,8,0
8408ae1ffffffff,8,0
8408ae3ffffffff,8,0
8408ae5ffffffff,6,0
8408ae7ffffffff,9,0
8408ae9ffffffff,6,0
8408aebffffffff,6,0
8408aedffffffff,8,0
8408b01ffffffff,57,0
8408b03ffffffff,64,1
8408b05ffffffff,31,0
8408b07ffffffff,27,1
8408b09ffffffff,45,0
8408b0bffffffff,42,0
8408b0dffffffff,53,0
8408b11ffffffff,30,0
8408b13ffffffff,41,0
8408b15ffffffff,64,0
8408b17ffffffff,71,0
8408b19ffffffff,19,1
8408b1bffffffff,23,0
8408b1dffffffff,35,1
8408b21ffffffff,75,4
8408b23ffffffff,84,1
8408b25ffffffff,84,3
8408b27ffffffff,82,5
8408b29ffffffff,60,1
8408b2bffffffff,54,1
8408b2dffffffff,80,1
8408b31ffffffff,98,0
8408b33ffffffff,114,0
8408b35ffffffff,95,4
8408b37ffffffff,101,3
8408b39ffffffff,29,0
8408b3bffffffff,48,0
8408b3dffffffff,72,0
8408b41ffffffff,62,0
8408b43ffffffff,43,1
8408b45ffffffff,72,0
8408b47ffffffff,59,1
8408b49ffffffff,58,0
8408b4bffffffff,47,1
8408b4dffffffff,77,0
8408b51ffffffff,23,0
8408b53ffffffff,17,1
8408b55ffffffff,24,0
8408b57ffffffff,9,0
8408b59ffffffff,23,0
8408b5bffffffff,23,0
