hex,count_good_aircraft,count_bad_aircraft
8421309ffffffff,33,1
842130bffffffff,26,3
842130dffffffff,28,0
8421311ffffffff,5,0
8421313ffffffff,1,0
8421319ffffffff,2,0
842131dffffffff,2,0
8421329ffffffff,5,0
842132bffffffff,7,0
842132dffffffff,1,0
8421335ffffffff,1,0
8421337ffffffff,1,0
8421339ffffffff,1,0
842133dffffffff,1,0
8421341ffffffff,22,1
8421343ffffffff,14,1
8421345ffffffff,1,0
8421347ffffffff,20,0
8421349ffffffff,27,2
842134bffffffff,12,2
8421351ffffffff,7,2
8421353ffffffff,10,3
8421355ffffffff,15,1
8421357ffffffff,22,7
8421359ffffffff,1,0
842135dffffffff,13,3
8421361ffffffff,23,0
8421363ffffffff,12,0
8421365ffffffff,26,0
8421367ffffffff,7,0
8421369ffffffff,7,0
842136bffffffff,14,0
842136dffffffff,6,0
8421401ffffffff,24,0
8421403ffffffff,23,0
8421405ffffffff,24,0
8421407ffffffff,3,0
842140bffffffff,8,0
8421413ffffffff,6,1
8421415ffffffff,17,0
8421417ffffffff,17,2
8421419ffffffff,14,6
842141bffffffff,16,6
842141dffffffff,7,0
8421421ffffffff,3,0
8421425ffffffff,3,0
8421427ffffffff,3,0
8421429ffffffff,2,0
842142bffffffff,3,0
842142dffffffff,3,0
8421439ffffffff,1,0
842143bffffffff,1,0
8421441ffffffff,4,0
8421443ffffffff,4,0
8421445ffffffff,1,0
842144bffffffff,2,0
842144dffffffff,2,0
8421451ffffffff,20,0
8421453ffffffff,28,0
8421455ffffffff,7,0
8421457ffffffff,16,2
8421459ffffffff,23,2
842145bffffffff,27,0
842145dffffffff,9,0
8421461ffffffff,8,0
8421463ffffffff,21,0
8421465ffffffff,16,0
8421467ffffffff,18,0
8421469ffffffff,2,0
842146dffffffff,2,0
8421481ffffffff,3,0
8421483ffffffff,23,0
8421489ffffffff,42,0
842148bffffffff,39,0
842148dffffffff,12,0
8421491ffffffff,27,0
8421493ffffffff,25,0
8421495ffffffff,31,1
8421497ffffffff,13,0
8421499ffffffff,22,0
842149bffffffff,25,2
842149dffffffff,23,0
84214a1ffffffff,1,0
84214a3ffffffff,1,0
84214a5ffffffff,1,0
84214a7ffffffff,1,0
84214adffffffff,1,0
84214b3ffffffff,5,0
84214b5ffffffff,1,0
84214b9ffffffff,9,0
84214bbffffffff,27,0
84214c1ffffffff,34,2
84214c3ffffffff,35,0
84214c5ffffffff,15,1
84214c7ffffffff,22,0
84214c9ffffffff,27,1
84214cbffffffff,23,0
84214cdffffffff,21,3
84214d1ffffffff,20,0
84214d3ffffffff,13,0
84214d5ffffffff,13,0
84214d7ffffffff,17,0
84214d9ffffffff,6,1
84214dbffffffff,4,1
84214ddffffffff,21,0
84214e9ffffffff,16,5
84214ebffffffff,14,0
8421513ffffffff,1,0
8421519ffffffff,1,0
842151bffffffff,2,0
8421553ffffffff,2,0
8421559ffffffff,1,0
842155bffffffff,2,0
84215b3ffffffff,1,0
84215b7ffffffff,3,0
84215cdffffffff,2,0
8421603ffffffff,1,0
8421607ffffffff,4,0
8421611ffffffff,4,0
8421613ffffffff,2,0
8421615ffffffff,4,0
8421617ffffffff,7,0
842161bffffffff,2,0
8421621ffffffff,1,0
8421623ffffffff,4,2
842162bffffffff,2,1
8421631ffffffff,21,4
8421633ffffffff,17,1
8421635ffffffff,14,9
8421637ffffffff,23,4
8421639ffffffff,5,0
842163bffffffff,6,0
842163dffffffff,17,8
8421645ffffffff,1,0
8421647ffffffff,1,0
8421649ffffffff,1,0
842164dffffffff,2,0
8421651ffffffff,1,0
8421681ffffffff,35,0
8421683ffffffff,34,0
8421685ffffffff,11,0
8421687ffffffff,9,0
8421689ffffffff,33,0
842168bffffffff,3,0
842168dffffffff,3,0
8421691ffffffff,2,0
8421695ffffffff,5,0
8421697ffffffff,2,0
8421699ffffffff,11,0
842169bffffffff,5,0
842169dffffffff,1,0
84216a1ffffffff,26,0
84216a3ffffffff,21,0
84216a5ffffffff,25,5
84216a7ffffffff,25,5
84216a9ffffffff,21,2
84216abffffffff,23,0
84216adffffffff,24,1
84216b1ffffffff,11,0
84216b3ffffffff,13,0
84216b5ffffffff,19,0
84216b7ffffffff,11,0
84216b9ffffffff,38,0
84216bbffffffff,35,0
84216bdffffffff,17,0
84216c1ffffffff,31,0
84216c3ffffffff,1,0
84216c5ffffffff,2,0
84216c7ffffffff,34,0
84216cbffffffff,8,0
84216cdffffffff,33,1
84216d1ffffffff,10,0
84216d3ffffffff,7,0
84216d5ffffffff,4,0
84216d7ffffffff,11,0
84216ddffffffff,10,0
84216e1ffffffff,14,0
84216e3ffffffff,16,0
84216e5ffffffff,20,0
84216e7ffffffff,16,0
84216e9ffffffff,8,0
84216ebffffffff,5,0
84216edffffffff,6,1
8421717ffffffff,1,0
8421765ffffffff,4,0
8421769ffffffff,8,0
842176dffffffff,10,0
8421885ffffffff,1,0
8421887ffffffff,1,0
8421891ffffffff,84,0
8421893ffffffff,104,0
8421895ffffffff,37,0
8421897ffffffff,47,0
8421899ffffffff,3,0
842189bffffffff,5,0
842189dffffffff,38,0
84218a3ffffffff,2,0
84218b1ffffffff,5,0
84218b3ffffffff,42,0
84218b5ffffffff,9,0
84218b7ffffffff,6,0
84218b9ffffffff,3,0
84218bbffffffff,26,0
84218bdffffffff,1,0
84218d3ffffffff,1,0
8421993ffffffff,1,0
8421997ffffffff,1,0
84219b3ffffffff,1,0
84219b7ffffffff,3,0
8422c01ffffffff,3,0
8422c09ffffffff,1,0
8422c0bffffffff,3,0
8422c0dffffffff,1,0
8422c19ffffffff,2,0
8422c1dffffffff,1,0
8422c41ffffffff,9,0
8422c45ffffffff,5,0
8422c4bffffffff,9,0
8422c4dffffffff,7,0
8422c53ffffffff,1,0
8422c57ffffffff,1,0
8422c59ffffffff,3,0
8422c5dffffffff,1,0
8422c69ffffffff,2,0
8422c6dffffffff,2,0
8422c89ffffffff,2,0
8422c8bffffffff,3,0
8422cc1ffffffff,4,0
8422cc3ffffffff,3,0
8422cc9ffffffff,8,0
8422ccbffffffff,4,0
8422cd1ffffffff,1,0
8422cd5ffffffff,3,0
8422cd9ffffffff,4,0
8422cdbffffffff,3,0
8422cddffffffff,4,0
8422e03ffffffff,11,0
8422e07ffffffff,12,0
8422e09ffffffff,24,0
8422e0bffffffff,6,0
8422e0dffffffff,9,0
8422e11ffffffff,10,0
8422e13ffffffff,1,0
8422e15ffffffff,10,0
8422e17ffffffff,1,0
8422e19ffffffff,2,0
8422e1bffffffff,9,0
8422e1dffffffff,2,0
8422e21ffffffff,12,0
8422e25ffffffff,4,0
8422e2bffffffff,13,0
8422e2dffffffff,2,0
8422e33ffffffff,6,0
8422e37ffffffff,8,0
8422e39ffffffff,11,0
8422e3bffffffff,1,0
8422e3dffffffff,2,0
8422e51ffffffff,1,0
8422e53ffffffff,1,0
8422e55ffffffff,20,0
8422e57ffffffff,13,0
8422e81ffffffff,2,0
8422e83ffffffff,3,0
8422e85ffffffff,2,0
8422e87ffffffff,2,0
8422e89ffffffff,3,0
8422e8dffffffff,2,0
8422e95ffffffff,3,0
8422ea1ffffffff,1,0
8422ea3ffffffff,2,0
8422ea5ffffffff,3,0
8422ea7ffffffff,2,0
8422ea9ffffffff,1,0
8422eabffffffff,2,0
8422eadffffffff,1,0
8422eb1ffffffff,9,0
8422eb3ffffffff,7,0
8422eb5ffffffff,9,0
8422eb7ffffffff,4,0
8422eb9ffffffff,3,0
8422ebbffffffff,5,0
8422ebdffffffff,3,0
8422ec3ffffffff,6,0
8422ec5ffffffff,1,0
8422ec7ffffffff,7,0
8422ec9ffffffff,1,0
8422ecdffffffff,1,0
8422ed5ffffffff,1,0
8422ee1ffffffff,8,0
8422ee3ffffffff,3,0
8422ee5ffffffff,7,0
8422ee7ffffffff,1,0
8422ee9ffffffff,7,0
8422eebffffffff,9,0
8422eedffffffff,6,0
8422f0bffffffff,1,0
8422f13ffffffff,7,0
8422f15ffffffff,1,0
8422f17ffffffff,7,0
8422f19ffffffff,3,0
8422f1dffffffff,1,0
8424c1bffffffff,1,0
8424ca7ffffffff,1,0
8424d81ffffffff,2,0
8424d83ffffffff,18,0
8424d85ffffffff,93,0
8424d87ffffffff,179,0
8424d8bffffffff,1,0
8424d91ffffffff,29,0
8424d93ffffffff,107,0
8424d95ffffffff,23,0
8424d97ffffffff,104,0
8424d99ffffffff,2,0
8424d9bffffffff,6,0
8424d9dffffffff,2,0
8424da1ffffffff,272,0
8424da3ffffffff,370,0
8424da5ffffffff,4,0
8424da7ffffffff,71,0
8424da9ffffffff,19,0
8424dabffffffff,237,0
8424dadffffffff,130,0
8424db1ffffffff,117,0
8424db3ffffffff,78,0
8424db5ffffffff,421,0
8424db7ffffffff,388,0
8424db9ffffffff,63,0
8424dbbffffffff,85,0
8424dbdffffffff,362,0
8424de3ffffffff,82,0
8424de7ffffffff,3,0
842502dffffffff,1,0
8425155ffffffff,1,0
8425245ffffffff,1,0
8425261ffffffff,27,0
8425265ffffffff,4,0
8425269ffffffff,53,0
842526bffffffff,1,0
842526dffffffff,4,0
8425323ffffffff,1,0
8425341ffffffff,2,0
8425343ffffffff,2,0
8425345ffffffff,15,0
8425347ffffffff,3,0
8425349ffffffff,3,0
842534bffffffff,6,0
842534dffffffff,12,1
8425359ffffffff,8,0
842535dffffffff,5,0
8425361ffffffff,1,0
8425365ffffffff,1,0
8425369ffffffff,3,0
8425405ffffffff,0,5
8425409ffffffff,2,0
842540bffffffff,1,1
842540dffffffff,1,7
842542bffffffff,0,4
8425441ffffffff,5,0
8425445ffffffff,1,1
8425447ffffffff,6,5
8425449ffffffff,5,0
842544dffffffff,1,1
8425451ffffffff,1,0
8425455ffffffff,1,0
8425459ffffffff,1,0
842545bffffffff,1,0
842545dffffffff,1,0
8425461ffffffff,4,3
8425463ffffffff,1,1
8425465ffffffff,6,3
8425467ffffffff,4,3
8425469ffffffff,17,9
842546bffffffff,2,0
842546dffffffff,12,3
8425549ffffffff,2,0
8425551ffffffff,6,1
8425553ffffffff,3,0
8425559ffffffff,1,0
842555bffffffff,1,0
842555dffffffff,11,1
8425621ffffffff,1,0
8425623ffffffff,7,1
8425625ffffffff,1,0
8425627ffffffff,3,3
8425629ffffffff,1,0
842562bffffffff,8,0
8425631ffffffff,5,1
8425633ffffffff,4,0
8425635ffffffff,0,1
842563dffffffff,4,0
84256a9ffffffff,2,0
84256e5ffffffff,5,1
84256e7ffffffff,4,2
8425701ffffffff,2,0
8425703ffffffff,13,1
8425705ffffffff,1,0
8425707ffffffff,1,0
8425711ffffffff,11,8
8425713ffffffff,7,4
8425715ffffffff,15,3
8425717ffffffff,21,12
8425719ffffffff,1,1
842571bffffffff,3,1
8425721ffffffff,4,0
8425723ffffffff,21,1
8425729ffffffff,3,0
842572bffffffff,6,0
8425731ffffffff,2,0
8425733ffffffff,3,0
8425735ffffffff,16,2
8425737ffffffff,1,0
8425739ffffffff,4,0
842573bffffffff,13,4
842573dffffffff,2,0
8425749ffffffff,1,0
842574bffffffff,1,0
8425767ffffffff,2,0
8426001ffffffff,95,0
8426003ffffffff,109,0
8426005ffffffff,83,0
8426007ffffffff,98,0
8426009ffffffff,158,0
842600bffffffff,179,0
842600dffffffff,113,0
8426011ffffffff,137,0
8426013ffffffff,168,0
8426015ffffffff,141,0
8426017ffffffff,155,0
8426019ffffffff,106,0
842601bffffffff,132,0
842601dffffffff,114,0
8426021ffffffff,59,0
8426023ffffffff,118,0
8426025ffffffff,72,0
8426027ffffffff,131,0
8426029ffffffff,73,0
842602bffffffff,82,0
842602dffffffff,66,0
8426031ffffffff,141,0
8426033ffffffff,176,0
8426035ffffffff,164,0
8426037ffffffff,157,0
8426039ffffffff,140,0
842603bffffffff,141,0
842603dffffffff,132,0
8426041ffffffff,108,0
8426043ffffffff,120,0
8426045ffffffff,106,0
8426047ffffffff,100,0
8426049ffffffff,132,0
842604bffffffff,135,0
842604dffffffff,117,0
8426051ffffffff,112,0
8426053ffffffff,134,0
8426055ffffffff,210,0
8426057ffffffff,160,0
8426059ffffffff,126,0
842605bffffffff,129,0
842605dffffffff,128,0
8426061ffffffff,89,0
8426063ffffffff,81,0
8426065ffffffff,75,0
8426067ffffffff,73,0
8426069ffffffff,95,0
842606bffffffff,106,0
842606dffffffff,89,0
8426081ffffffff,394,0
8426083ffffffff,335,0
8426085ffffffff,445,0
8426087ffffffff,290,0
8426089ffffffff,414,0
842608bffffffff,369,0
842608dffffffff,475,2
8426091ffffffff,307,0
8426093ffffffff,318,0
8426095ffffffff,306,0
8426097ffffffff,337,0
8426099ffffffff,309,0
842609bffffffff,352,0
842609dffffffff,335,0
84260a1ffffffff,361,0
84260a3ffffffff,367,0
84260a5ffffffff,353,0
84260a7ffffffff,357,0
84260a9ffffffff,429,0
84260abffffffff,296,0
84260adffffffff,458,0
84260b1ffffffff,314,0
84260b3ffffffff,326,0
84260b5ffffffff,260,0
84260b7ffffffff,321,0
84260b9ffffffff,310,0
84260bbffffffff,317,1
84260bdffffffff,318,0
84260c1ffffffff,217,0
84260c3ffffffff,264,0
84260c5ffffffff,171,0
84260c7ffffffff,255,0
84260c9ffffffff,206,0
84260cbffffffff,234,0
84260cdffffffff,181,0
84260d1ffffffff,407,0
84260d3ffffffff,323,0
84260d5ffffffff,393,0
84260d7ffffffff,323,0
84260d9ffffffff,429,0
84260dbffffffff,406,0
84260ddffffffff,309,0
84260e1ffffffff,202,0
84260e3ffffffff,431,2
84260e5ffffffff,206,0
84260e7ffffffff,275,1
84260e9ffffffff,161,0
84260ebffffffff,225,0
84260edffffffff,161,0
8426101ffffffff,104,0
8426103ffffffff,86,0
8426105ffffffff,75,0
8426107ffffffff,85,0
8426109ffffffff,67,0
842610bffffffff,91,0
842610dffffffff,91,0
8426111ffffffff,111,0
8426113ffffffff,130,0
8426115ffffffff,98,0
8426117ffffffff,96,0
8426119ffffffff,86,0
842611bffffffff,127,0
842611dffffffff,95,0
8426121ffffffff,86,0
8426123ffffffff,101,0
8426125ffffffff,103,0
8426127ffffffff,122,0
8426129ffffffff,70,0
842612bffffffff,87,0
842612dffffffff,96,0
8426131ffffffff,105,0
8426133ffffffff,124,0
8426135ffffffff,99,0
8426137ffffffff,127,0
8426139ffffffff,68,0
842613bffffffff,110,0
842613dffffffff,103,0
8426141ffffffff,79,0
8426143ffffffff,82,0
8426145ffffffff,81,0
8426147ffffffff,92,0
8426149ffffffff,98,0
842614bffffffff,72,0
842614dffffffff,70,0
8426151ffffffff,78,0
8426153ffffffff,61,0
8426155ffffffff,75,0
8426157ffffffff,71,0
8426159ffffffff,80,0
842615bffffffff,72,0
842615dffffffff,90,0
8426161ffffffff,154,0
8426163ffffffff,107,0
8426165ffffffff,204,0
8426167ffffffff,126,0
8426169ffffffff,80,0
842616bffffffff,81,0
842616dffffffff,77,0
8426181ffffffff,333,0
8426183ffffffff,404,0
8426185ffffffff,304,0
8426187ffffffff,398,0
8426189ffffffff,209,0
842618bffffffff,339,0
842618dffffffff,200,0
8426191ffffffff,332,0
8426193ffffffff,280,0
8426195ffffffff,343,0
8426197ffffffff,277,0
8426199ffffffff,381,0
842619bffffffff,310,0
842619dffffffff,402,0
84261a1ffffffff,391,0
84261a3ffffffff,362,0
84261a5ffffffff,390,0
84261a7ffffffff,371,0
84261a9ffffffff,312,0
84261abffffffff,355,0
84261adffffffff,318,0
84261b1ffffffff,226,0
84261b3ffffffff,314,0
84261b5ffffffff,245,0
84261b7ffffffff,315,1
84261b9ffffffff,366,0
84261bbffffffff,227,0
84261bdffffffff,355,0
84261c1ffffffff,120,0
84261c3ffffffff,155,0
84261c5ffffffff,132,0
84261c7ffffffff,143,0
84261c9ffffffff,181,0
84261cbffffffff,138,0
84261cdffffffff,155,0
84261d1ffffffff,257,0
84261d3ffffffff,361,0
84261d5ffffffff,237,0
84261d7ffffffff,366,0
84261d9ffffffff,168,0
84261dbffffffff,271,1
84261ddffffffff,135,0
84261e1ffffffff,145,0
84261e3ffffffff,174,0
84261e5ffffffff,131,0
84261e7ffffffff,201,0
84261e9ffffffff,142,0
84261ebffffffff,140,0
84261edffffffff,126,0
8426201ffffffff,126,0
8426203ffffffff,118,0
8426205ffffffff,90,0
8426207ffffffff,92,0
8426209ffffffff,135,0
842620bffffffff,151,0
842620dffffffff,142,0
8426211ffffffff,123,0
8426213ffffffff,181,0
8426215ffffffff,114,0
8426217ffffffff,152,0
8426219ffffffff,174,0
842621bffffffff,445,1
842621dffffffff,153,0
8426221ffffffff,92,0
8426223ffffffff,100,0
8426225ffffffff,82,0
8426227ffffffff,108,0
8426229ffffffff,100,0
842622bffffffff,87,0
842622dffffffff,85,0
8426231ffffffff,104,0
8426233ffffffff,170,0
8426235ffffffff,104,0
8426237ffffffff,139,0
8426239ffffffff,91,0
842623bffffffff,94,0
842623dffffffff,92,0
8426241ffffffff,66,0
8426243ffffffff,75,0
8426245ffffffff,84,0
8426247ffffffff,108,0
8426249ffffffff,82,0
842624bffffffff,64,0
842624dffffffff,65,0
8426251ffffffff,95,0
8426253ffffffff,173,0
8426255ffffffff,122,0
8426257ffffffff,162,0
8426259ffffffff,75,0
842625bffffffff,92,0
842625dffffffff,88,0
8426261ffffffff,158,0
8426263ffffffff,94,0
8426265ffffffff,107,0
8426267ffffffff,87,0
8426269ffffffff,133,0
842626bffffffff,150,0
842626dffffffff,215,0
8426281ffffffff,211,0
8426283ffffffff,201,0
8426285ffffffff,128,0
8426287ffffffff,182,0
8426289ffffffff,169,0
842628bffffffff,166,0
842628dffffffff,183,0
8426291ffffffff,255,0
8426293ffffffff,256,0
8426295ffffffff,247,0
8426297ffffffff,221,0
8426299ffffffff,166,0
842629bffffffff,232,0
842629dffffffff,231,0
84262a1ffffffff,115,0
84262a3ffffffff,191,0
84262a5ffffffff,98,0
84262a7ffffffff,147,0
84262a9ffffffff,136,0
84262abffffffff,145,0
84262adffffffff,103,0
84262b1ffffffff,172,0
84262b3ffffffff,202,0
84262b5ffffffff,214,0
84262b7ffffffff,251,0
84262b9ffffffff,176,0
84262bbffffffff,182,0
84262bdffffffff,222,0
84262c1ffffffff,257,0
84262c3ffffffff,187,0
84262c5ffffffff,243,0
84262c7ffffffff,230,0
84262c9ffffffff,403,0
84262cbffffffff,159,0
84262cdffffffff,508,0
84262d1ffffffff,110,0
84262d3ffffffff,201,0
84262d5ffffffff,188,0
84262d7ffffffff,210,0
84262d9ffffffff,180,0
84262dbffffffff,141,0
84262ddffffffff,151,0
84262e1ffffffff,132,0
84262e3ffffffff,135,0
84262e5ffffffff,139,0
84262e7ffffffff,93,0
84262e9ffffffff,147,0
84262ebffffffff,167,0
84262edffffffff,159,0
8426301ffffffff,102,0
8426303ffffffff,91,0
8426305ffffffff,95,0
8426307ffffffff,103,0
8426309ffffffff,83,0
842630bffffffff,99,0
842630dffffffff,83,0
8426311ffffffff,103,0
8426313ffffffff,121,0
8426315ffffffff,118,0
8426317ffffffff,129,0
8426319ffffffff,120,0
842631bffffffff,110,0
842631dffffffff,112,0
8426321ffffffff,88,0
8426323ffffffff,104,0
8426325ffffffff,89,0
8426327ffffffff,109,0
8426329ffffffff,90,0
842632bffffffff,102,0
842632dffffffff,86,0
8426331ffffffff,108,0
8426333ffffffff,107,0
8426335ffffffff,107,0
8426337ffffffff,98,0
8426339ffffffff,117,0
842633bffffffff,113,0
842633dffffffff,117,0
8426341ffffffff,99,0
8426343ffffffff,77,0
8426345ffffffff,89,0
8426347ffffffff,85,0
8426349ffffffff,54,0
842634bffffffff,103,0
842634dffffffff,62,0
8426351ffffffff,97,0
8426353ffffffff,91,0
8426355ffffffff,84,0
8426357ffffffff,83,0
8426359ffffffff,74,0
842635bffffffff,89,0
842635dffffffff,64,0
8426361ffffffff,86,0
8426363ffffffff,78,0
8426365ffffffff,69,0
8426367ffffffff,71,0
8426369ffffffff,131,0
842636bffffffff,99,0
842636dffffffff,95,0
8426401ffffffff,404,0
8426403ffffffff,335,0
8426405ffffffff,431,2
8426407ffffffff,301,0
8426409ffffffff,415,0
842640bffffffff,371,0
842640dffffffff,582,1
8426411ffffffff,419,0
8426413ffffffff,429,0
8426415ffffffff,314,0
8426417ffffffff,407,0
8426419ffffffff,310,0
842641bffffffff,504,0
842641dffffffff,368,0
8426421ffffffff,306,0
8426423ffffffff,273,0
8426425ffffffff,315,0
8426427ffffffff,295,0
8426429ffffffff,430,0
842642bffffffff,272,1
842642dffffffff,385,0
8426431ffffffff,240,0
8426433ffffffff,336,0
8426435ffffffff,214,0
8426437ffffffff,264,0
8426439ffffffff,308,0
842643bffffffff,339,0
842643dffffffff,297,0
8426441ffffffff,395,0
8426443ffffffff,444,0
8426445ffffffff,431,0
8426447ffffffff,452,0
8426449ffffffff,574,0
842644bffffffff,467,0
842644dffffffff,600,0
8426451ffffffff,230,0
8426453ffffffff,262,0
8426455ffffffff,335,0
8426457ffffffff,338,0
8426459ffffffff,254,0
842645bffffffff,269,0
842645dffffffff,331,0
8426461ffffffff,414,1
8426463ffffffff,845,1
8426465ffffffff,396,0
8426467ffffffff,557,1
8426469ffffffff,358,0
842646bffffffff,549,0
842646dffffffff,369,1
8426481ffffffff,453,0
8426483ffffffff,239,0
8426485ffffffff,445,0
8426487ffffffff,404,0
8426489ffffffff,347,0
842648bffffffff,406,0
842648dffffffff,441,0
8426491ffffffff,237,0
8426493ffffffff,509,0
8426495ffffffff,228,0
8426497ffffffff,442,0
8426499ffffffff,263,0
842649bffffffff,363,2
842649dffffffff,211,0
84264a1ffffffff,523,0
84264a3ffffffff,418,1
84264a5ffffffff,506,0
84264a7ffffffff,706,1
84264a9ffffffff,483,0
84264abffffffff,401,0
84264adffffffff,434,0
84264b1ffffffff,396,0
84264b3ffffffff,322,0
84264b5ffffffff,488,0
84264b7ffffffff,317,0
84264b9ffffffff,283,0
84264bbffffffff,460,0
84264bdffffffff,301,0
84264c1ffffffff,285,0
84264c3ffffffff,519,0
84264c5ffffffff,362,0
84264c7ffffffff,442,0
84264c9ffffffff,289,0
84264cbffffffff,513,0
84264cdffffffff,402,0
84264d1ffffffff,1184,0
84264d3ffffffff,665,0
84264d5ffffffff,521,0
84264d7ffffffff,406,0
84264d9ffffffff,1011,0
84264dbffffffff,724,0
84264ddffffffff,730,0
84264e1ffffffff,369,0
84264e3ffffffff,441,0
84264e5ffffffff,386,0
84264e7ffffffff,372,0
84264e9ffffffff,379,0
84264ebffffffff,375,0
84264edffffffff,389,0
8426501ffffffff,266,1
8426503ffffffff,250,0
8426505ffffffff,340,0
8426507ffffffff,263,0
8426509ffffffff,343,0
842650bffffffff,299,0
842650dffffffff,310,0
8426511ffffffff,249,0
8426513ffffffff,294,0
8426515ffffffff,271,0
8426517ffffffff,305,0
8426519ffffffff,231,0
842651bffffffff,302,0
842651dffffffff,297,0
8426521ffffffff,308,0
8426523ffffffff,180,0
8426525ffffffff,332,0
8426527ffffffff,176,0
8426529ffffffff,334,0
842652bffffffff,300,0
842652dffffffff,309,1
8426531ffffffff,401,0
8426533ffffffff,371,0
8426535ffffffff,214,0
8426537ffffffff,294,0
8426539ffffffff,276,0
842653bffffffff,386,1
842653dffffffff,222,0
8426541ffffffff,387,0
8426543ffffffff,351,1
8426545ffffffff,428,0
8426547ffffffff,402,1
8426549ffffffff,372,0
842654bffffffff,371,0
842654dffffffff,360,0
8426551ffffffff,504,0
8426553ffffffff,318,0
8426555ffffffff,386,0
8426557ffffffff,378,1
8426559ffffffff,395,1
842655bffffffff,442,0
842655dffffffff,326,1
8426561ffffffff,658,1
8426563ffffffff,333,0
8426565ffffffff,643,0
8426567ffffffff,444,0
8426569ffffffff,459,0
842656bffffffff,514,1
842656dffffffff,468,1
8426581ffffffff,384,0
8426583ffffffff,480,0
8426585ffffffff,284,0
8426587ffffffff,453,0
8426589ffffffff,330,0
842658bffffffff,463,0
842658dffffffff,303,0
8426591ffffffff,598,0
8426593ffffffff,603,0
8426595ffffffff,499,0
8426597ffffffff,542,0
8426599ffffffff,427,0
842659bffffffff,1029,0
842659dffffffff,452,0
84265a1ffffffff,249,0
84265a3ffffffff,327,0
84265a5ffffffff,241,0
84265a7ffffffff,275,0
84265a9ffffffff,309,0
84265abffffffff,317,0
84265adffffffff,330,0
84265b1ffffffff,637,0
84265b3ffffffff,406,0
84265b5ffffffff,773,0
84265b7ffffffff,452,0
84265b9ffffffff,537,0
84265bbffffffff,463,0
84265bdffffffff,462,0
84265c1ffffffff,226,0
84265c3ffffffff,189,0
84265c5ffffffff,237,0
84265c7ffffffff,235,0
84265c9ffffffff,198,0
84265cbffffffff,207,0
84265cdffffffff,232,0
84265d1ffffffff,392,0
84265d3ffffffff,351,0
84265d5ffffffff,359,0
84265d7ffffffff,420,0
84265d9ffffffff,348,0
84265dbffffffff,307,0
84265ddffffffff,256,0
84265e1ffffffff,243,0
84265e3ffffffff,253,0
84265e5ffffffff,307,0
84265e7ffffffff,280,0
84265e9ffffffff,288,0
84265ebffffffff,239,0
84265edffffffff,325,0
8426601ffffffff,505,0
8426603ffffffff,394,0
8426605ffffffff,546,0
8426607ffffffff,420,0
8426609ffffffff,544,0
842660bffffffff,517,0
842660dffffffff,602,0
8426611ffffffff,708,0
8426613ffffffff,736,0
8426615ffffffff,527,0
8426617ffffffff,609,1
8426619ffffffff,565,0
842661bffffffff,997,0
842661dffffffff,480,0
8426621ffffffff,413,0
8426623ffffffff,529,0
8426625ffffffff,449,0
8426627ffffffff,498,0
8426629ffffffff,442,0
842662bffffffff,492,0
842662dffffffff,403,0
8426631ffffffff,447,0
8426633ffffffff,436,0
8426635ffffffff,517,0
8426637ffffffff,370,0
8426639ffffffff,530,0
842663bffffffff,614,0
842663dffffffff,499,0
8426641ffffffff,936,0
8426643ffffffff,539,0
8426645ffffffff,1196,0
8426647ffffffff,728,0
8426649ffffffff,630,0
842664bffffffff,677,1
842664dffffffff,1488,0
8426651ffffffff,409,0
8426653ffffffff,507,0
8426655ffffffff,347,0
8426657ffffffff,403,0
8426659ffffffff,486,0
842665bffffffff,479,0
842665dffffffff,502,0
8426661ffffffff,627,0
8426663ffffffff,486,0
8426665ffffffff,651,0
8426667ffffffff,494,0
8426669ffffffff,937,1
842666bffffffff,745,0
842666dffffffff,768,0
8426681ffffffff,440,1
8426683ffffffff,477,1
8426685ffffffff,419,0
8426687ffffffff,418,1
8426689ffffffff,668,0
842668bffffffff,783,0
842668dffffffff,506,0
8426691ffffffff,427,0
8426693ffffffff,528,0
8426695ffffffff,425,0
8426697ffffffff,348,0
8426699ffffffff,548,0
842669bffffffff,601,0
842669dffffffff,551,0
84266a1ffffffff,526,0
84266a3ffffffff,372,1
84266a5ffffffff,493,1
84266a7ffffffff,361,0
84266a9ffffffff,503,0
84266abffffffff,477,1
84266adffffffff,422,0
84266b1ffffffff,437,0
84266b3ffffffff,414,0
84266b5ffffffff,343,0
84266b7ffffffff,563,0
84266b9ffffffff,388,0
84266bbffffffff,439,0
84266bdffffffff,336,0
84266c1ffffffff,465,0
84266c3ffffffff,458,0
84266c5ffffffff,465,0
84266c7ffffffff,488,0
84266c9ffffffff,546,0
84266cbffffffff,468,0
84266cdffffffff,580,0
84266d1ffffffff,462,0
84266d3ffffffff,611,0
84266d5ffffffff,658,0
84266d7ffffffff,629,0
84266d9ffffffff,478,0
84266dbffffffff,541,0
84266ddffffffff,521,0
84266e1ffffffff,360,0
84266e3ffffffff,408,0
84266e5ffffffff,325,0
84266e7ffffffff,344,0
84266e9ffffffff,509,0
84266ebffffffff,533,0
84266edffffffff,452,0
8426701ffffffff,416,0
8426703ffffffff,365,0
8426705ffffffff,356,0
8426707ffffffff,383,0
8426709ffffffff,386,0
842670bffffffff,451,0
842670dffffffff,352,0
8426711ffffffff,454,0
8426713ffffffff,550,0
8426715ffffffff,367,0
